Season,wOBA,Name,Team,PA,playerid
1991,0.322,Tim Raines,White Sox,709,1406
1995,0.441,Tim Salmon,Angels,638,32
2000,0.406,Tim Salmon,Angels,680,32
1998,0.405,Tim Salmon,Angels,566,32
1993,0.397,Tim Salmon,Angels,610,32
1997,0.394,Tim Salmon,Angels,695,32
1994,0.392,Tim Salmon,Angels,435,32
1996,0.384,Tim Salmon,Angels,681,32
2002,0.381,Tim Salmon,Angels,568,32
2003,0.364,Tim Salmon,Angels,621,32
2001,0.335,Tim Salmon,Angels,581,32
1890,0.341,Tim Shinnick,Colonels,563,1011903
1891,0.308,Tim Shinnick,Colonels,503,1011903
1984,0.336,Tim Teufel,Twins,652,1012940
1994,0.371,Tim Wallach,Dodgers,466,1013554
1987,0.365,Tim Wallach,Expos,644,1013554
1990,0.354,Tim Wallach,Expos,678,1013554
1982,0.344,Tim Wallach,Expos,645,1013554
1983,0.340,Tim Wallach,Expos,647,1013554
1989,0.338,Tim Wallach,Expos,639,1013554
1985,0.330,Tim Wallach,Expos,617,1013554
1984,0.315,Tim Wallach,Expos,643,1013554
1986,0.309,Tim Wallach,Expos,539,1013554
1988,0.305,Tim Wallach,Expos,640,1013554
1992,0.288,Tim Wallach,Expos,602,1013554
1991,0.282,Tim Wallach,Expos,637,1013554
1993,0.272,Tim Wallach,Dodgers,522,1013554
1997,0.396,Tino Martinez,Yankees,685,1168
1995,0.387,Tino Martinez,Mariners,593,1168
1998,0.369,Tino Martinez,Yankees,608,1168
1996,0.362,Tino Martinez,Yankees,671,1168
2004,0.353,Tino Martinez,Devil Rays,538,1168
2001,0.352,Tino Martinez,Yankees,635,1168
1994,0.352,Tino Martinez,Mariners,366,1168
1999,0.345,Tino Martinez,Yankees,665,1168
2003,0.338,Tino Martinez,Cardinals,547,1168
2002,0.334,Tino Martinez,Cardinals,576,1168
2000,0.323,Tino Martinez,Yankees,632,1168
1992,0.322,Tino Martinez,Mariners,513,1168
1887,0.525,Tip O'Neill,Browns,572,1009821
1889,0.424,Tip O'Neill,Browns,611,1009821
1891,0.409,Tip O'Neill,Browns,592,1009821
1888,0.392,Tip O'Neill,Browns,577,1009821
1886,0.388,Tip O'Neill,Browns,633,1009821
1890,0.379,Tip O'Neill,Pirates,647,1009821
1960,0.368,Tito Francona,Indians,624,1004293
1961,0.364,Tito Francona,Indians,667,1004293
1962,0.324,Tito Francona,Indians,690,1004293
1956,0.319,Tito Francona,Orioles,500,1004293
1963,0.286,Tito Francona,Indians,553,1004293
1977,0.333,Tito Fuentes,Tigers,673,1004385
1973,0.315,Tito Fuentes,Giants,731,1004385
1972,0.312,Tito Fuentes,Giants,634,1004385
1975,0.301,Tito Fuentes,Padres,613,1004385
1971,0.297,Tito Fuentes,Giants,672,1004385
1966,0.281,Tito Fuentes,Giants,564,1004385
1976,0.277,Tito Fuentes,Padres,559,1004385
1975,0.395,Toby Harrah,Rangers,632,1005384
1982,0.394,Toby Harrah,Indians,708,1005384
1977,0.384,Toby Harrah,Rangers,673,1005384
1985,0.379,Toby Harrah,Rangers,521,1005384
1979,0.375,Toby Harrah,Indians,635,1005384
1980,0.349,Toby Harrah,Indians,675,1005384
1981,0.349,Toby Harrah,Indians,427,1005384
1976,0.345,Toby Harrah,Rangers,688,1005384
1983,0.336,Toby Harrah,Indians,615,1005384
1974,0.335,Toby Harrah,Rangers,639,1005384
1978,0.329,Toby Harrah,Rangers,547,1005384
1973,0.318,Toby Harrah,Rangers,519,1005384
1989,0.296,Todd Benzinger,Reds,686,1000859
1982,0.274,Todd Cruz,Mariners,519,1002844
2014,0.350,Todd Frazier,Reds,660,785
2015,0.342,Todd Frazier,Reds,678,785
2017,0.335,Todd Frazier,- - -,576,785
2016,0.326,Todd Frazier,White Sox,666,785
2013,0.319,Todd Frazier,Reds,600,785
2000,0.476,Todd Helton,Rockies,697,432
2001,0.457,Todd Helton,Rockies,697,432
2004,0.454,Todd Helton,Rockies,683,432
2003,0.453,Todd Helton,Rockies,703,432
2002,0.421,Todd Helton,Rockies,668,432
2005,0.416,Todd Helton,Rockies,626,432
1999,0.415,Todd Helton,Rockies,657,432
2007,0.401,Todd Helton,Rockies,682,432
2009,0.394,Todd Helton,Rockies,645,432
1998,0.391,Todd Helton,Rockies,595,432
2006,0.376,Todd Helton,Rockies,649,432
1996,0.345,Todd Hollandsworth,Dodgers,526,433
1997,0.396,Todd Hundley,Mets,508,284
1996,0.378,Todd Hundley,Mets,624,284
1998,0.365,Todd Walker,Twins,581,359
2001,0.352,Todd Walker,- - -,610,359
2002,0.341,Todd Walker,Reds,675,359
2006,0.332,Todd Walker,- - -,504,359
2003,0.330,Todd Walker,Red Sox,647,359
1999,0.327,Todd Walker,Twins,586,359
1999,0.363,Todd Zeile,Rangers,656,457
1997,0.360,Todd Zeile,Dodgers,672,457
2000,0.357,Todd Zeile,Mets,623,457
1994,0.353,Todd Zeile,Cardinals,477,457
1993,0.348,Todd Zeile,Cardinals,647,457
1998,0.345,Todd Zeile,- - -,653,457
1991,0.344,Todd Zeile,Cardinals,638,457
1996,0.344,Todd Zeile,- - -,704,457
2002,0.341,Todd Zeile,Rockies,580,457
1990,0.330,Todd Zeile,Cardinals,570,457
1992,0.328,Todd Zeile,Cardinals,514,457
2001,0.327,Todd Zeile,Mets,612,457
1995,0.310,Todd Zeile,- - -,473,457
1872,0.304,Tom Barlow,Atlantics,174,1000554
1873,0.273,Tom Barlow,Atlantics,275,1000554
1980,0.325,Tom Brookens,Tigers,551,1001476
1985,0.290,Tom Brookens,Tigers,522,1001476
1891,0.412,Tom Brown,Reds,663,1001562
1890,0.375,Tom Brown,Reds,632,1001562
1896,0.371,Tom Brown,Senators,513,1001562
1885,0.368,Tom Brown,Alleghenys,478,1001562
1897,0.355,Tom Brown,Senators,530,1001562
1886,0.350,Tom Brown,Alleghenys,518,1001562
1894,0.338,Tom Brown,Colonels,599,1001562
1889,0.324,Tom Brown,Beaneaters,422,1001562
1884,0.316,Tom Brown,Buckeyes,479,1001562
1893,0.315,Tom Brown,Colonels,590,1001562
1888,0.314,Tom Brown,Beaneaters,451,1001562
1895,0.310,Tom Brown,- - -,555,1001562
1883,0.307,Tom Brown,Buckeyes,440,1001562
1892,0.281,Tom Brown,Colonels,712,1001562
1982,0.380,Tom Brunansky,Twins,545,1001589
1987,0.362,Tom Brunansky,Twins,614,1001589
1992,0.359,Tom Brunansky,Red Sox,533,1001589
1984,0.347,Tom Brunansky,Twins,628,1001589
1988,0.338,Tom Brunansky,- - -,669,1001589
1990,0.336,Tom Brunansky,- - -,597,1001589
1985,0.334,Tom Brunansky,Twins,651,1001589
1983,0.333,Tom Brunansky,Twins,611,1001589
1986,0.325,Tom Brunansky,Twins,655,1001589
1989,0.325,Tom Brunansky,Cardinals,622,1001589
1991,0.310,Tom Brunansky,Red Sox,519,1001589
1890,0.346,Tom Burns,Colts,597,1001720
1883,0.334,Tom Burns,White Stockings,418,1001720
1887,0.326,Tom Burns,White Stockings,459,1001720
1885,0.324,Tom Burns,White Stockings,461,1001720
1880,0.324,Tom Burns,White Stockings,345,1001720
1881,0.318,Tom Burns,White Stockings,356,1001720
1886,0.316,Tom Burns,White Stockings,459,1001720
1889,0.298,Tom Burns,White Stockings,559,1001720
1884,0.287,Tom Burns,White Stockings,356,1001720
1882,0.283,Tom Burns,White Stockings,370,1001720
1888,0.280,Tom Burns,White Stockings,512,1001720
1891,0.333,Tom Cahill,Colonels,480,1001819
1873,0.347,Tom Carey,Canaries,291,1001948
1936,0.313,Tom Carey,Browns,521,1001949
1937,0.298,Tom Carey,Browns,513,1001949
1874,0.294,Tom Carey,Mutuals,288,1001948
1872,0.292,Tom Carey,Canaries,198,1001948
1876,0.267,Tom Carey,Dark Blues,292,1001948
1875,0.256,Tom Carey,Dark Blues,383,1001948
1877,0.252,Tom Carey,Dark Blues,274,1001948
1878,0.247,Tom Carey,Grays,253,1001948
1879,0.244,Tom Carey,Blues,340,1001948
1871,0.235,Tom Carey,Kekiongas,89,1001948
1894,0.427,Tom Daly,Grooms,574,1002957
1899,0.405,Tom Daly,Superbas,587,1002957
1893,0.396,Tom Daly,Grooms,546,1002957
1901,0.382,Tom Daly,Superbas,576,1002957
1895,0.351,Tom Daly,Grooms,520,1002957
1892,0.347,Tom Daly,Grooms,515,1002957
1903,0.327,Tom Daly,- - -,508,1002957
1902,0.292,Tom Daly,White Sox,559,1002957
1883,0.231,Tom Dolan,Browns,304,1003364
1914,0.270,Tom Downey,Buffeds,605,1003449
1884,0.230,Tom Evers,Nationals,434,1003878
1871,0.280,Tom Foley,White Stockings,87,1004199
1998,0.331,Tom Goodwin,Rangers,608,1114
1995,0.321,Tom Goodwin,Royals,537,1114
2000,0.316,Tom Goodwin,- - -,606,1114
1996,0.303,Tom Goodwin,Royals,587,1114
1997,0.293,Tom Goodwin,- - -,635,1114
1976,0.326,Tom Grieve,Rangers,600,1005035
1966,0.339,Tom Haller,Giants,536,1005244
1967,0.339,Tom Haller,Giants,528,1005244
1968,0.325,Tom Haller,Dodgers,534,1005244
1969,0.311,Tom Haller,Dodgers,504,1005244
1985,0.354,Tom Herr,Cardinals,696,1005737
1989,0.327,Tom Herr,Phillies,627,1005737
1984,0.311,Tom Herr,Cardinals,622,1005737
1981,0.309,Tom Herr,Cardinals,463,1005737
1987,0.306,Tom Herr,Cardinals,598,1005737
1990,0.305,Tom Herr,- - -,607,1005737
1982,0.305,Tom Herr,Cardinals,561,1005737
1986,0.304,Tom Herr,Cardinals,647,1005737
1910,0.315,Tom Jones,Tigers,510,1006599
1909,0.303,Tom Jones,- - -,552,1006599
1906,0.296,Tom Jones,Browns,608,1006599
1907,0.292,Tom Jones,Browns,618,1006599
1908,0.283,Tom Jones,Browns,617,1006599
1905,0.280,Tom Jones,Browns,561,1006599
1904,0.277,Tom Jones,Browns,662,1006599
1915,0.373,Tom Long,Cardinals,556,1007740
1917,0.297,Tom Long,Cardinals,581,1007740
1884,0.279,Tom Mansell,- - -,370,1008079
1896,0.437,Tom McCreery,Colonels,493,1008431
1899,0.390,Tom McCreery,Pirates,512,1008431
1897,0.361,Tom McCreery,- - -,606,1008431
1902,0.294,Tom McCreery,Superbas,470,1008431
1885,0.254,Tom McLaughlin,Colonels,429,1008619
1884,0.251,Tom McLaughlin,Eclipse,363,1008619
1884,0.174,Tom Morrissey,Brewers,47,1009224
1899,0.359,Tom O'Brien,Giants,625,1009704
1898,0.316,Tom O'Brien,- - -,544,1009704
1884,0.304,Tom O'Brien,Reds,461,1009703
1930,0.320,Tom Oliver,Red Sox,700,1009780
1931,0.306,Tom Oliver,Red Sox,618,1009780
1932,0.293,Tom Oliver,Red Sox,493,1009780
1875,0.201,Tom Oran,Red Stockings,82,1009829
1981,0.397,Tom Paciorek,Mariners,452,1009938
1991,0.300,Tom Pagnozzi,Cardinals,510,1009960
1992,0.287,Tom Pagnozzi,Cardinals,523,1009960
1896,0.331,Tom Parrott,Browns,499,1010025
1887,0.325,Tom Poorman,Athletics,630,1010438
1886,0.309,Tom Poorman,Beaneaters,390,1010438
1884,0.251,Tom Poorman,Blue Stockings,393,1010438
1890,0.277,Tom Power,Orioles,140,1010505
1884,0.271,Tom Sexton,Brewers,51,1011774
1963,0.377,Tom Tresh,Yankees,614,1013179
1965,0.365,Tom Tresh,Yankees,668,1013179
1962,0.356,Tom Tresh,Yankees,712,1013179
1966,0.338,Tom Tresh,Yankees,637,1013179
1964,0.333,Tom Tresh,Yankees,620,1013179
1967,0.310,Tom Tresh,Yankees,508,1013179
1969,0.296,Tom Tresh,- - -,538,1013179
1968,0.284,Tom Tresh,Yankees,590,1013179
1953,0.324,Tom Umphlett,Red Sox,538,1013278
1979,0.249,Tom Veryzer,Indians,501,1013418
1881,0.363,Tom York,Grays,345,1014355
1878,0.362,Tom York,Grays,277,1014355
1879,0.346,Tom York,Grays,361,1014355
1873,0.324,Tom York,Canaries,280,1014355
1883,0.321,Tom York,Blues,418,1014355
1877,0.321,Tom York,Dark Blues,240,1014355
1882,0.317,Tom York,Grays,340,1014355
1871,0.313,Tom York,Haymakers,154,1014355
1875,0.306,Tom York,Dark Blues,378,1014355
1884,0.303,Tom York,Orioles,358,1014355
1876,0.301,Tom York,Dark Blues,273,1014355
1872,0.285,Tom York,Canaries,252,1014355
1874,0.272,Tom York,Whites,229,1014355
1969,0.363,Tommie Agee,Mets,635,1000080
1970,0.361,Tommie Agee,Mets,696,1000080
1966,0.340,Tommie Agee,White Sox,689,1000080
1967,0.304,Tommie Agee,White Sox,584,1000080
1872,0.327,Tommy Beals,Olympics,37,1000706
1873,0.294,Tommy Beals,Blue Legs,170,1000706
1875,0.269,Tommy Bond,Dark Blues,289,1001158
1879,0.239,Tommy Bond,Red Caps,263,1001158
1877,0.229,Tommy Bond,Red Caps,260,1001158
1874,0.226,Tommy Bond,Atlantics,246,1001158
1880,0.223,Tommy Bond,Red Caps,290,1001158
1878,0.208,Tommy Bond,Red Caps,236,1001158
1894,0.344,Tommy Corcoran,Grooms,601,1002622
1897,0.330,Tommy Corcoran,Reds,472,1002622
1891,0.326,Tommy Corcoran,Athletics,550,1002622
1893,0.322,Tommy Corcoran,Grooms,488,1002622
1896,0.316,Tommy Corcoran,Bridegrooms,560,1002622
1899,0.312,Tommy Corcoran,Reds,582,1002622
1895,0.304,Tommy Corcoran,Grooms,578,1002622
1898,0.304,Tommy Corcoran,Reds,664,1002622
1890,0.295,Tommy Corcoran,Burghers,543,1002622
1905,0.291,Tommy Corcoran,Reds,647,1002622
1900,0.286,Tommy Corcoran,Reds,562,1002622
1903,0.280,Tommy Corcoran,Reds,473,1002622
1892,0.276,Tommy Corcoran,Grooms,651,1002622
1902,0.271,Tommy Corcoran,Reds,557,1002622
1904,0.267,Tommy Corcoran,Reds,613,1002622
1962,0.396,Tommy Davis,Dodgers,711,1003084
1963,0.359,Tommy Davis,Dodgers,597,1003084
1967,0.346,Tommy Davis,Mets,621,1003084
1973,0.331,Tommy Davis,Orioles,590,1003084
1961,0.325,Tommy Davis,Dodgers,508,1003084
1974,0.318,Tommy Davis,Orioles,673,1003084
1969,0.311,Tommy Davis,- - -,582,1003084
1964,0.311,Tommy Davis,Dodgers,631,1003084
1895,0.383,Tommy Dowd,Browns,542,1003443
1893,0.334,Tommy Dowd,Browns,632,1003443
1894,0.333,Tommy Dowd,Browns,580,1003443
1896,0.328,Tommy Dowd,Browns,576,1003443
1899,0.326,Tommy Dowd,Spiders,659,1003443
1897,0.315,Tommy Dowd,- - -,575,1003443
1901,0.311,Tommy Dowd,Americans,642,1003443
1891,0.293,Tommy Dowd,- - -,496,1003443
1898,0.286,Tommy Dowd,Browns,635,1003443
1892,0.285,Tommy Dowd,Senators,619,1003443
1950,0.404,Tommy Glaviano,Cardinals,510,1004761
1921,0.378,Tommy Griffith,Robins,509,1005053
1915,0.378,Tommy Griffith,Reds,649,1005053
1923,0.366,Tommy Griffith,Robins,546,1005053
1919,0.327,Tommy Griffith,Robins,519,1005053
1918,0.320,Tommy Griffith,Reds,478,1005053
1916,0.318,Tommy Griffith,Reds,641,1005053
1924,0.297,Tommy Griffith,Robins,531,1005053
1970,0.396,Tommy Harper,Brewers,692,1005383
1973,0.352,Tommy Harper,Red Sox,638,1005383
1972,0.337,Tommy Harper,Red Sox,641,1005383
1965,0.332,Tommy Harper,Reds,745,1005383
1971,0.328,Tommy Harper,Brewers,653,1005383
1966,0.319,Tommy Harper,Reds,621,1005383
1969,0.313,Tommy Harper,Pilots,640,1005383
1974,0.295,Tommy Harper,Red Sox,504,1005383
1973,0.308,Tommy Helms,Astros,584,1005616
1966,0.308,Tommy Helms,Reds,578,1005616
1968,0.299,Tommy Helms,Reds,526,1005616
1967,0.292,Tommy Helms,Reds,530,1005616
1972,0.284,Tommy Helms,Astros,559,1005616
1971,0.277,Tommy Helms,Reds,588,1005616
1969,0.277,Tommy Helms,Reds,508,1005616
1970,0.244,Tommy Helms,Reds,605,1005616
1949,0.433,Tommy Henrich,Yankees,502,1005664
1948,0.428,Tommy Henrich,Yankees,673,1005664
1941,0.409,Tommy Henrich,Yankees,632,1005664
1938,0.402,Tommy Henrich,Yankees,575,1005664
1947,0.393,Tommy Henrich,Yankees,629,1005664
1942,0.370,Tommy Henrich,Yankees,555,1005664
1946,0.366,Tommy Henrich,Yankees,671,1005664
1945,0.463,Tommy Holmes,Braves,713,1005980
1944,0.388,Tommy Holmes,Braves,705,1005980
1948,0.379,Tommy Holmes,Braves,639,1005980
1946,0.378,Tommy Holmes,Braves,642,1005980
1947,0.362,Tommy Holmes,Braves,676,1005980
1942,0.342,Tommy Holmes,Braves,633,1005980
1943,0.341,Tommy Holmes,Braves,697,1005980
2017,0.305,Tommy Joseph,Phillies,533,10349
1913,0.391,Tommy Leach,Cubs,540,1007428
1903,0.370,Tommy Leach,Pirates,561,1007428
1907,0.369,Tommy Leach,Pirates,617,1007428
1902,0.363,Tommy Leach,Pirates,576,1007428
1914,0.354,Tommy Leach,Cubs,676,1007428
1909,0.348,Tommy Leach,Pirates,682,1007428
1908,0.344,Tommy Leach,Pirates,666,1007428
1906,0.331,Tommy Leach,Pirates,526,1007428
1910,0.330,Tommy Leach,Pirates,587,1007428
1905,0.316,Tommy Leach,Pirates,554,1007428
1904,0.314,Tommy Leach,Pirates,633,1007428
1890,0.432,Tommy McCarthy,Browns,625,1008379
1893,0.428,Tommy McCarthy,Beaneaters,529,1008379
1894,0.419,Tommy McCarthy,Beaneaters,604,1008379
1891,0.379,Tommy McCarthy,Browns,638,1008379
1895,0.365,Tommy McCarthy,Beaneaters,542,1008379
1889,0.344,Tommy McCarthy,Browns,656,1008379
1892,0.331,Tommy McCarthy,Beaneaters,700,1008379
1888,0.315,Tommy McCarthy,Browns,552,1008379
1896,0.309,Tommy McCarthy,Bridegrooms,423,1008379
1968,0.299,Tommy McCraw,White Sox,530,1008428
2017,0.398,Tommy Pham,Cardinals,530,2967
2018,0.359,Tommy Pham,- - -,570,2967
1908,0.284,Tommy Sheehan,Superbas,553,1011847
1930,0.297,Tommy Thevenow,Phillies,624,1012952
1934,0.292,Tommy Thevenow,Pirates,472,1012952
1926,0.285,Tommy Thevenow,Cardinals,608,1012952
1889,0.446,Tommy Tucker,Orioles,602,1013213
1894,0.398,Tommy Tucker,Beaneaters,570,1013213
1890,0.373,Tommy Tucker,Beaneaters,620,1013213
1896,0.362,Tommy Tucker,Beaneaters,526,1013213
1892,0.352,Tommy Tucker,Beaneaters,613,1013213
1893,0.345,Tommy Tucker,Beaneaters,533,1013213
1895,0.345,Tommy Tucker,Beaneaters,553,1013213
1888,0.343,Tommy Tucker,Orioles,554,1013213
1887,0.342,Tommy Tucker,Orioles,582,1013213
1891,0.338,Tommy Tucker,Beaneaters,614,1013213
1898,0.317,Tommy Tucker,- - -,591,1013213
1899,0.292,Tommy Tucker,Spiders,499,1013213
1984,0.359,Tony Armas,Red Sox,679,1000305
1980,0.355,Tony Armas,Athletics,666,1000305
1981,0.344,Tony Armas,Athletics,462,1000305
1983,0.309,Tony Armas,Red Sox,613,1000305
1982,0.308,Tony Armas,Athletics,578,1000305
1999,0.358,Tony Batista,- - -,573,124
2000,0.348,Tony Batista,Blue Jays,664,124
2002,0.326,Tony Batista,Orioles,682,124
2004,0.304,Tony Batista,Expos,650,124
2001,0.303,Tony Batista,- - -,622,124
2003,0.282,Tony Batista,Orioles,675,124
1986,0.360,Tony Bernazard,Indians,636,1000889
1985,0.344,Tony Bernazard,Indians,579,1000889
1981,0.343,Tony Bernazard,White Sox,450,1000889
1982,0.331,Tony Bernazard,White Sox,630,1000889
1983,0.322,Tony Bernazard,- - -,606,1000889
1987,0.316,Tony Bernazard,- - -,573,1000889
1921,0.373,Tony Boeckel,Braves,663,1001113
1923,0.358,Tony Boeckel,Braves,633,1001113
1920,0.314,Tony Boeckel,Braves,630,1001113
1919,0.312,Tony Boeckel,- - -,583,1001113
1998,0.377,Tony Clark,Tigers,673,182
1997,0.376,Tony Clark,Tigers,681,182
1999,0.372,Tony Clark,Tigers,609,182
1965,0.372,Tony Conigliaro,Red Sox,586,1002502
1970,0.361,Tony Conigliaro,Red Sox,617,1002502
1966,0.353,Tony Conigliaro,Red Sox,628,1002502
1969,0.335,Tony Conigliaro,Red Sox,566,1002502
1930,0.375,Tony Cuccinello,Reds,506,1002848
1931,0.371,Tony Cuccinello,Reds,639,1002848
1936,0.363,Tony Cuccinello,Bees,641,1002848
1937,0.345,Tony Cuccinello,Bees,647,1002848
1932,0.342,Tony Cuccinello,Dodgers,656,1002848
1934,0.337,Tony Cuccinello,Dodgers,587,1002848
1933,0.327,Tony Cuccinello,Dodgers,537,1002848
1938,0.326,Tony Cuccinello,Bees,616,1002848
1999,0.388,Tony Fernandez,Blue Jays,576,1004002
1998,0.370,Tony Fernandez,Blue Jays,551,1004002
1987,0.355,Tony Fernandez,Blue Jays,642,1004002
1994,0.342,Tony Fernandez,Reds,422,1004002
1986,0.339,Tony Fernandez,Blue Jays,727,1004002
1990,0.335,Tony Fernandez,Blue Jays,721,1004002
1993,0.332,Tony Fernandez,- - -,594,1004002
1985,0.327,Tony Fernandez,Blue Jays,618,1004002
1988,0.324,Tony Fernandez,Blue Jays,704,1004002
1991,0.319,Tony Fernandez,Padres,621,1004002
1992,0.318,Tony Fernandez,Padres,694,1004002
1989,0.303,Tony Fernandez,Blue Jays,617,1004002
1967,0.382,Tony Gonzalez,Phillies,568,1004845
1963,0.357,Tony Gonzalez,Phillies,625,1004845
1961,0.350,Tony Gonzalez,Phillies,485,1004845
1969,0.330,Tony Gonzalez,- - -,561,1004845
1970,0.317,Tony Gonzalez,- - -,584,1004845
2006,0.330,Tony Graffanino,- - -,511,235
1994,0.434,Tony Gwynn,Padres,475,1005166
1987,0.409,Tony Gwynn,Padres,680,1005166
1997,0.408,Tony Gwynn,Padres,651,1005166
1993,0.388,Tony Gwynn,Padres,534,1005166
1995,0.387,Tony Gwynn,Padres,577,1005166
1984,0.380,Tony Gwynn,Padres,675,1005166
1986,0.372,Tony Gwynn,Padres,701,1005166
1998,0.370,Tony Gwynn,Padres,505,1005166
1989,0.360,Tony Gwynn,Padres,679,1005166
1992,0.350,Tony Gwynn,Padres,569,1005166
1988,0.348,Tony Gwynn,Padres,578,1005166
1991,0.347,Tony Gwynn,Padres,569,1005166
1985,0.345,Tony Gwynn,Padres,671,1005166
1990,0.336,Tony Gwynn,Padres,629,1005166
1969,0.350,Tony Horton,Indians,669,1006037
1968,0.323,Tony Horton,Indians,517,1006037
1960,0.316,Tony Kubek,Yankees,618,1007188
1959,0.311,Tony Kubek,Yankees,553,1007188
1961,0.310,Tony Kubek,Yankees,658,1007188
1963,0.282,Tony Kubek,Yankees,592,1007188
1958,0.274,Tony Kubek,Yankees,597,1007188
1929,0.443,Tony Lazzeri,Yankees,635,1007422
1932,0.406,Tony Lazzeri,Yankees,601,1007422
1933,0.399,Tony Lazzeri,Yankees,602,1007422
1927,0.398,Tony Lazzeri,Yankees,660,1007422
1936,0.390,Tony Lazzeri,Yankees,638,1007422
1934,0.375,Tony Lazzeri,Yankees,514,1007422
1930,0.374,Tony Lazzeri,Yankees,650,1007422
1926,0.367,Tony Lazzeri,Yankees,665,1007422
1931,0.362,Tony Lazzeri,Yankees,568,1007422
1935,0.360,Tony Lazzeri,Yankees,544,1007422
1937,0.348,Tony Lazzeri,Yankees,518,1007422
1942,0.350,Tony Lupien,Red Sox,525,1007841
1944,0.343,Tony Lupien,Blue Jays,667,1007841
1943,0.316,Tony Lupien,Red Sox,672,1007841
1948,0.310,Tony Lupien,White Sox,700,1007841
1884,0.330,Tony Mullane,Blue Stockings,386,1009291
1882,0.274,Tony Mullane,Eclipse,316,1009291
1883,0.253,Tony Mullane,Browns,320,1009291
1971,0.405,Tony Oliva,Twins,518,1009772
1964,0.397,Tony Oliva,Twins,718,1009772
1970,0.383,Tony Oliva,Twins,674,1009772
1965,0.377,Tony Oliva,Twins,647,1009772
1969,0.376,Tony Oliva,Twins,692,1009772
1966,0.369,Tony Oliva,Twins,677,1009772
1968,0.369,Tony Oliva,Twins,528,1009772
1967,0.357,Tony Oliva,Twins,615,1009772
1973,0.335,Tony Oliva,Twins,624,1009772
1975,0.324,Tony Oliva,Twins,515,1009772
1983,0.341,Tony Pena,Pirates,580,1010153
1986,0.339,Tony Pena,Pirates,565,1010153
1984,0.338,Tony Pena,Pirates,592,1010153
1982,0.335,Tony Pena,Pirates,523,1010153
1990,0.305,Tony Pena,Red Sox,540,1010153
1988,0.299,Tony Pena,Cardinals,546,1010153
1985,0.285,Tony Pena,Pirates,587,1010153
1991,0.280,Tony Pena,Red Sox,512,1010153
2007,0.280,Tony Pena,Royals,536,2240
1970,0.427,Tony Perez,Reds,681,1010188
1973,0.406,Tony Perez,Reds,647,1010188
1969,0.391,Tony Perez,Reds,704,1010188
1972,0.373,Tony Perez,Reds,576,1010188
1975,0.366,Tony Perez,Reds,574,1010188
1967,0.359,Tony Perez,Reds,644,1010188
1974,0.355,Tony Perez,Reds,667,1010188
1976,0.352,Tony Perez,Reds,586,1010188
1977,0.351,Tony Perez,Expos,633,1010188
1978,0.347,Tony Perez,Expos,590,1010188
1971,0.344,Tony Perez,Reds,664,1010188
1968,0.344,Tony Perez,Reds,690,1010188
1980,0.342,Tony Perez,Red Sox,635,1010188
1979,0.329,Tony Perez,Expos,537,1010188
1981,0.322,Tony Perez,Red Sox,336,1010188
1993,0.388,Tony Phillips,Tigers,707,1010300
1994,0.388,Tony Phillips,Tigers,538,1010300
1995,0.379,Tony Phillips,Angels,643,1010300
1991,0.362,Tony Phillips,Tigers,655,1010300
1996,0.362,Tony Phillips,White Sox,719,1010300
1992,0.358,Tony Phillips,Tigers,733,1010300
1997,0.355,Tony Phillips,- - -,648,1010300
1990,0.334,Tony Phillips,Tigers,687,1010300
1986,0.330,Tony Phillips,Athletics,532,1010300
1989,0.318,Tony Phillips,Athletics,524,1010300
